fips_from,fips_to,year_from,year_to,weight,change_type,notes,weight_source
1845,1845,1970,2023,1,stable,No changes,identity
1847,1847,1970,2023,1,stable,No changes,identity
1849,1849,1970,2023,1,stable,No changes,identity
185,185,1970,2023,1,stable,No changes,identity
185,185,1970,2023,1,stable,No changes,identity
1851,1851,1970,2023,1,stable,No changes,identity
1853,1853,1970,2023,1,stable,No changes,identity
1855,1855,1970,2023,1,stable,No changes,identity
1857,1857,1970,2023,1,stable,No changes,identity
1859,1859,1970,2023,1,stable,No changes,identity
1861,1861,1970,2023,1,stable,No changes,identity
1863,1863,1970,2023,1,stable,No changes,identity
1865,1865,1970,2023,1,stable,No changes,identity
1867,1867,1970,2023,1,stable,No changes,identity
1869,1869,1970,2023,1,stable,No changes,identity
187,187,1970,2023,1,stable,No changes,identity
187,187,1970,2023,1,stable,No changes,identity
1871,1871,1970,2023,1,stable,No changes,identity
1873,1873,1970,2023,1,stable,No changes,identity
1875,1875,1970,2023,1,stable,No changes,identity
1877,1877,1970,2023,1,stable,No changes,identity
1879,1879,1970,2023,1,stable,No changes,identity
1881,1881,1970,2023,1,stable,No changes,identity
1883,1883,1970,2023,1,stable,No changes,identity
1885,1885,1970,2023,1,stable,No changes,identity
1887,1887,1970,2023,1,stable,No changes,identity
1889,1889,1970,2023,1,stable,No changes,identity
189,189,1970,2023,1,stable,No changes,identity
189,189,1970,2023,1,stable,No changes,identity
1891,1891,1970,2023,1,stable,No changes,identity
1893,1893,1970,2023,1,stable,No changes,identity
1895,1895,1970,2023,1,stable,No changes,identity
1897,1897,1970,2023,1,stable,No changes,identity
1899,1899,1970,2023,1,stable,No changes,identity
19,19,1970,2023,1,stable,No changes,identity
191,191,1970,2023,1,stable,No changes,identity
191,191,1970,2023,1,stable,No changes,identity
19101,19101,1970,2023,1,stable,No changes,identity
19103,19103,1970,2023,1,stable,No changes,identity
19105,19105,1970,2023,1,stable,No changes,identity
19107,19107,1970,2023,1,stable,No changes,identity
19109,19109,1970,2023,1,stable,No changes,identity
1911,1911,1970,2023,1,stable,No changes,identity
19111,19111,1970,2023,1,stable,No changes,identity
19113,19113,1970,2023,1,stable,No changes,identity
19115,19115,1970,2023,1,stable,No changes,identity
19117,19117,1970,2023,1,stable,No changes,identity
19119,19119,1970,2023,1,stable,No changes,identity
19121,19121,1970,2023,1,stable,No changes,identity
19123,19123,1970,2023,1,stable,No changes,identity
19125,19125,1970,2023,1,stable,No changes,identity
19127,19127,1970,2023,1,stable,No changes,identity
19129,19129,1970,2023,1,stable,No changes,identity
1913,1913,1970,2023,1,stable,No changes,identity
19131,19131,1970,2023,1,stable,No changes,identity
19133,19133,1970,2023,1,stable,No changes,identity
19135,19135,1970,2023,1,stable,No changes,identity
19137,19137,1970,2023,1,stable,No changes,identity
19139,19139,1970,2023,1,stable,No changes,identity
19141,19141,1970,2023,1,stable,No changes,identity
19143,19143,1970,2023,1,stable,No changes,identity
19145,19145,1970,2023,1,stable,No changes,identity
19147,19147,1970,2023,1,stable,No changes,identity
19149,19149,1970,2023,1,stable,No changes,identity
1915,1915,1970,2023,1,stable,No changes,identity
19151,19151,1970,2023,1,stable,No changes,identity
19153,19153,1970,2023,1,stable,No changes,identity
19155,19155,1970,2023,1,stable,No changes,identity
19157,19157,1970,2023,1,stable,No changes,identity
19159,19159,1970,2023,1,stable,No changes,identity
19161,19161,1970,2023,1,stable,No changes,identity
19163,19163,1970,2023,1,stable,No changes,identity
19165,19165,1970,2023,1,stable,No changes,identity
19167,19167,1970,2023,1,stable,No changes,identity
19169,19169,1970,2023,1,stable,No changes,identity
1917,1917,1970,2023,1,stable,No changes,identity
19171,19171,1970,2023,1,stable,No changes,identity
19173,19173,1970,2023,1,stable,No changes,identity
19175,19175,1970,2023,1,stable,No changes,identity
19177,19177,1970,2023,1,stable,No changes,identity
19179,19179,1970,2023,1,stable,No changes,identity
19181,19181,1970,2023,1,stable,No changes,identity
19183,19183,1970,2023,1,stable,No changes,identity
19185,19185,1970,2023,1,stable,No changes,identity
19187,19187,1970,2023,1,stable,No changes,identity
19189,19189,1970,2023,1,stable,No changes,identity
1919,1919,1970,2023,1,stable,No changes,identity
19191,19191,1970,2023,1,stable,No changes,identity
19193,19193,1970,2023,1,stable,No changes,identity
19195,19195,1970,2023,1,stable,No changes,identity
19197,19197,1970,2023,1,stable,No changes,identity
1921,1921,1970,2023,1,stable,No changes,identity
1923,1923,1970,2023,1,stable,No changes,identity
1925,1925,1970,2023,1,stable,No changes,identity
1927,1927,1970,2023,1,stable,No changes,identity
1929,1929,1970,2023,1,stable,No changes,identity
193,193,1970,2023,1,stable,No changes,identity
193,193,1970,2023,1,stable,No changes,identity
1931,1931,1970,2023,1,stable,No changes,identity
1933,1933,1970,2023,1,stable,No changes,identity
1935,1935,1970,2023,1,stable,No changes,identity
1937,1937,1970,2023,1,stable,No changes,identity
1939,1939,1970,2023,1,stable,No changes,identity
1941,1941,1970,2023,1,stable,No changes,identity
1943,1943,1970,2023,1,stable,No changes,identity
1945,1945,1970,2023,1,stable,No changes,identity
1947,1947,1970,2023,1,stable,No changes,identity
1949,1949,1970,2023,1,stable,No changes,identity
195,195,1970,2023,1,stable,No changes,identity
195,195,1970,2023,1,stable,No changes,identity
1951,1951,1970,2023,1,stable,No changes,identity
1953,1953,1970,2023,1,stable,No changes,identity
1955,1955,1970,2023,1,stable,No changes,identity
1957,1957,1970,2023,1,stable,No changes,identity
1959,1959,1970,2023,1,stable,No changes,identity
1961,1961,1970,2023,1,stable,No changes,identity
1963,1963,1970,2023,1,stable,No changes,identity
1965,1965,1970,2023,1,stable,No changes,identity
1967,1967,1970,2023,1,stable,No changes,identity
1969,1969,1970,2023,1,stable,No changes,identity
197,197,1970,2023,1,stable,No changes,identity
197,197,1970,2023,1,stable,No changes,identity
1971,1971,1970,2023,1,stable,No changes,identity
1973,1973,1970,2023,1,stable,No changes,identity
1975,1975,1970,2023,1,stable,No changes,identity
1977,1977,1970,2023,1,stable,No changes,identity
1979,1979,1970,2023,1,stable,No changes,identity
1981,1981,1970,2023,1,stable,No changes,identity
1983,1983,1970,2023,1,stable,No changes,identity
1985,1985,1970,2023,1,stable,No changes,identity
1987,1987,1970,2023,1,stable,No changes,identity
1989,1989,1970,2023,1,stable,No changes,identity
199,199,1970,2023,1,stable,No changes,identity
199,199,1970,2023,1,stable,No changes,identity
1991,1991,1970,2023,1,stable,No changes,identity
1993,1993,1970,2023,1,stable,No changes,identity
1995,1995,1970,2023,1,stable,No changes,identity
1997,1997,1970,2023,1,stable,No changes,identity
1999,1999,1970,2023,1,stable,No changes,identity
201,201,1970,2023,1,stable,No changes,identity
20101,20101,1970,2023,1,stable,No changes,identity
20103,20103,1970,2023,1,stable,No changes,identity
20105,20105,1970,2023,1,stable,No changes,identity
20107,20107,1970,2023,1,stable,No changes,identity
20109,20109,1970,2023,1,stable,No changes,identity
2011,2011,1970,2023,1,stable,No changes,identity
20111,20111,1970,2023,1,stable,No changes,identity
20113,20113,1970,2023,1,stable,No changes,identity
20115,20115,1970,2023,1,stable,No changes,identity
20117,20117,1970,2023,1,stable,No changes,identity
20119,20119,1970,2023,1,stable,No changes,identity
20121,20121,1970,2023,1,stable,No changes,identity
20123,20123,1970,2023,1,stable,No changes,identity
20125,20125,1970,2023,1,stable,No changes,identity
20127,20127,1970,2023,1,stable,No changes,identity
20129,20129,1970,2023,1,stable,No changes,identity
2013,2013,1970,2023,1,stable,No changes,identity
20131,20131,1970,2023,1,stable,No changes,identity
20133,20133,1970,2023,1,stable,No changes,identity
20135,20135,1970,2023,1,stable,No changes,identity
20137,20137,1970,2023,1,stable,No changes,identity
20139,20139,1970,2023,1,stable,No changes,identity
20141,20141,1970,2023,1,stable,No changes,identity
20143,20143,1970,2023,1,stable,No changes,identity
20145,20145,1970,2023,1,stable,No changes,identity
20147,20147,1970,2023,1,stable,No changes,identity
20149,20149,1970,2023,1,stable,No changes,identity
2015,2015,1970,2023,1,stable,No changes,identity
20151,20151,1970,2023,1,stable,No changes,identity
20153,20153,1970,2023,1,stable,No changes,identity
20155,20155,1970,2023,1,stable,No changes,identity
20157,20157,1970,2023,1,stable,No changes,identity
20159,20159,1970,2023,1,stable,No changes,identity
20161,20161,1970,2023,1,stable,No changes,identity
20163,20163,1970,2023,1,stable,No changes,identity
20165,20165,1970,2023,1,stable,No changes,identity
20167,20167,1970,2023,1,stable,No changes,identity
20169,20169,1970,2023,1,stable,No changes,identity
2017,2017,1970,2023,1,stable,No changes,identity
20171,20171,1970,2023,1,stable,No changes,identity
20173,20173,1970,2023,1,stable,No changes,identity
20175,20175,1970,2023,1,stable,No changes,identity
20177,20177,1970,2023,1,stable,No changes,identity
20179,20179,1970,2023,1,stable,No changes,identity
20181,20181,1970,2023,1,stable,No changes,identity
20183,20183,1970,2023,1,stable,No changes,identity
20185,20185,1970,2023,1,stable,No changes,identity
20187,20187,1970,2023,1,stable,No changes,identity
20189,20189,1970,2023,1,stable,No changes,identity
2019,2019,1970,2023,1,stable,No changes,identity
20191,20191,1970,2023,1,stable,No changes,identity
20193,20193,1970,2023,1,stable,No changes,identity
20195,20195,1970,2023,1,stable,No changes,identity
20197,20197,1970,2023,1,stable,No changes,identity
20199,20199,1970,2023,1,stable,No changes,identity
20201,20201,1970,2023,1,stable,No changes,identity
20203,20203,1970,2023,1,stable,No changes,identity
20205,20205,1970,2023,1,stable,No changes,identity
20207,20207,1970,2023,1,stable,No changes,identity
20209,20209,1970,2023,1,stable,No changes,identity
2021,2021,1970,2023,1,stable,No changes,identity
2023,2023,1970,2023,1,stable,No changes,identity
2025,2025,1970,2023,1,stable,No changes,identity
2027,2027,1970,2023,1,stable,No changes,identity
2029,2029,1970,2023,1,stable,No changes,identity
203,203,1970,2023,1,stable,No changes,identity
2031,2031,1970,2023,1,stable,No changes,identity
2033,2033,1970,2023,1,stable,No changes,identity
2035,2035,1970,2023,1,stable,No changes,identity
2037,2037,1970,2023,1,stable,No changes,identity
2039,2039,1970,2023,1,stable,No changes,identity
2041,2041,1970,2023,1,stable,No changes,identity
2043,2043,1970,2023,1,stable,No changes,identity
2045,2045,1970,2023,1,stable,No changes,identity
2047,2047,1970,2023,1,stable,No changes,identity
2049,2049,1970,2023,1,stable,No changes,identity
205,205,1970,2023,1,stable,No changes,identity
2051,2051,1970,2023,1,stable,No changes,identity
2053,2053,1970,2023,1,stable,No changes,identity
2055,2055,1970,2023,1,stable,No changes,identity
2057,2057,1970,2023,1,stable,No changes,identity
2059,2059,1970,2023,1,stable,No changes,identity
2061,2061,1970,2023,1,stable,No changes,identity
2063,2063,1970,2023,1,stable,No changes,identity
2065,2065,1970,2023,1,stable,No changes,identity
2067,2067,1970,2023,1,stable,No changes,identity
2069,2069,1970,2023,1,stable,No changes,identity
207,207,1970,2023,1,stable,No changes,identity
2071,2071,1970,2023,1,stable,No changes,identity
2073,2073,1970,2023,1,stable,No changes,identity
2075,2075,1970,2023,1,stable,No changes,identity
2077,2077,1970,2023,1,stable,No changes,identity
2079,2079,1970,2023,1,stable,No changes,identity
2081,2081,1970,2023,1,stable,No changes,identity
2083,2083,1970,2023,1,stable,No changes,identity
2085,2085,1970,2023,1,stable,No changes,identity
2087,2087,1970,2023,1,stable,No changes,identity
2089,2089,1970,2023,1,stable,No changes,identity
209,209,1970,2023,1,stable,No changes,identity
2091,2091,1970,2023,1,stable,No changes,identity
2093,2093,1970,2023,1,stable,No changes,identity
2095,2095,1970,2023,1,stable,No changes,identity
2097,2097,1970,2023,1,stable,No changes,identity
2099,2099,1970,2023,1,stable,No changes,identity
2100,2100,1970,2023,1,stable,No changes,identity
2105,2105,1970,2023,1,stable,No changes,identity
211,211,1970,2023,1,stable,No changes,identity
2110,2110,1970,2023,1,stable,No changes,identity
21101,21101,1970,2023,1,stable,No changes,identity
21103,21103,1970,2023,1,stable,No changes,identity
21105,21105,1970,2023,1,stable,No changes,identity
21107,21107,1970,2023,1,stable,No changes,identity
21109,21109,1970,2023,1,stable,No changes,identity
2111,2111,1970,2023,1,stable,No changes,identity
21111,21111,1970,2023,1,stable,No changes,identity
21113,21113,1970,2023,1,stable,No changes,identity
21115,21115,1970,2023,1,stable,No changes,identity
21117,21117,1970,2023,1,stable,No changes,identity
21119,21119,1970,2023,1,stable,No changes,identity
21121,21121,1970,2023,1,stable,No changes,identity
21123,21123,1970,2023,1,stable,No changes,identity
21125,21125,1970,2023,1,stable,No changes,identity
21127,21127,1970,2023,1,stable,No changes,identity
21129,21129,1970,2023,1,stable,No changes,identity
2113,2113,1970,2023,1,stable,No changes,identity
21131,21131,1970,2023,1,stable,No changes,identity
21133,21133,1970,2023,1,stable,No changes,identity
21135,21135,1970,2023,1,stable,No changes,identity
21137,21137,1970,2023,1,stable,No changes,identity
21139,21139,1970,2023,1,stable,No changes,identity
21141,21141,1970,2023,1,stable,No changes,identity
21143,21143,1970,2023,1,stable,No changes,identity
21145,21145,1970,2023,1,stable,No changes,identity
21147,21147,1970,2023,1,stable,No changes,identity
21149,21149,1970,2023,1,stable,No changes,identity
2115,2115,1970,2023,1,stable,No changes,identity
21151,21151,1970,2023,1,stable,No changes,identity
21153,21153,1970,2023,1,stable,No changes,identity
21155,21155,1970,2023,1,stable,No changes,identity
21157,21157,1970,2023,1,stable,No changes,identity
21159,21159,1970,2023,1,stable,No changes,identity
21161,21161,1970,2023,1,stable,No changes,identity
21163,21163,1970,2023,1,stable,No changes,identity
21165,21165,1970,2023,1,stable,No changes,identity
21167,21167,1970,2023,1,stable,No changes,identity
21169,21169,1970,2023,1,stable,No changes,identity
2117,2117,1970,2023,1,stable,No changes,identity
21171,21171,1970,2023,1,stable,No changes,identity
21173,21173,1970,2023,1,stable,No changes,identity
21175,21175,1970,2023,1,stable,No changes,identity
21177,21177,1970,2023,1,stable,No changes,identity
21179,21179,1970,2023,1,stable,No changes,identity
21181,21181,1970,2023,1,stable,No changes,identity
21183,21183,1970,2023,1,stable,No changes,identity
21185,21185,1970,2023,1,stable,No changes,identity
21187,21187,1970,2023,1,stable,No changes,identity
21189,21189,1970,2023,1,stable,No changes,identity
2119,2119,1970,2023,1,stable,No changes,identity
21191,21191,1970,2023,1,stable,No changes,identity
21193,21193,1970,2023,1,stable,No changes,identity
21195,21195,1970,2023,1,stable,No changes,identity
21197,21197,1970,2023,1,stable,No changes,identity
21199,21199,1970,2023,1,stable,No changes,identity
21201,21201,1970,2023,1,stable,No changes,identity
21203,21203,1970,2023,1,stable,No changes,identity
21205,21205,1970,2023,1,stable,No changes,identity
21207,21207,1970,2023,1,stable,No changes,identity
21209,21209,1970,2023,1,stable,No changes,identity
2121,2121,1970,2023,1,stable,No changes,identity
21211,21211,1970,2023,1,stable,No changes,identity
21213,21213,1970,2023,1,stable,No changes,identity
21215,21215,1970,2023,1,stable,No changes,identity
21217,21217,1970,2023,1,stable,No changes,identity
21219,21219,1970,2023,1,stable,No changes,identity
2122,2122,1970,2023,1,stable,No changes,identity
21221,21221,1970,2023,1,stable,No changes,identity
21223,21223,1970,2023,1,stable,No changes,identity
21225,21225,1970,2023,1,stable,No changes,identity
21227,21227,1970,2023,1,stable,No changes,identity
21229,21229,1970,2023,1,stable,No changes,identity
2123,2123,1970,2023,1,stable,No changes,identity
21231,21231,1970,2023,1,stable,No changes,identity
21233,21233,1970,2023,1,stable,No changes,identity
21235,21235,1970,2023,1,stable,No changes,identity
21237,21237,1970,2023,1,stable,No changes,identity
21239,21239,1970,2023,1,stable,No changes,identity
2125,2125,1970,2023,1,stable,No changes,identity
2127,2127,1970,2023,1,stable,No changes,identity
2129,2129,1970,2023,1,stable,No changes,identity
213,213,1970,2023,1,stable,No changes,identity
213,213,1970,2023,1,stable,No changes,identity
2130,2130,1970,2023,1,stable,No changes,identity
2131,2131,1970,2023,1,stable,No changes,identity
2133,2133,1970,2023,1,stable,No changes,identity
2135,2135,1970,2023,1,stable,No changes,identity
2137,2137,1970,2023,1,stable,No changes,identity
2139,2139,1970,2023,1,stable,No changes,identity
2141,2141,1970,2023,1,stable,No changes,identity
2143,2143,1970,2023,1,stable,No changes,identity
2145,2145,1970,2023,1,stable,No changes,identity
2147,2147,1970,2023,1,stable,No changes,identity
2149,2149,1970,2023,1,stable,No changes,identity
215,215,1970,2023,1,stable,No changes,identity
2150,2150,1970,2023,1,stable,No changes,identity
2151,2151,1970,2023,1,stable,No changes,identity
2153,2153,1970,2023,1,stable,No changes,identity
2155,2155,1970,2023,1,stable,No changes,identity
2157,2157,1970,2023,1,stable,No changes,identity
2159,2159,1970,2023,1,stable,No changes,identity
216,216,1970,2023,1,stable,No changes,identity
2161,2161,1970,2023,1,stable,No changes,identity
2163,2163,1970,2023,1,stable,No changes,identity
2164,2164,1970,2023,1,stable,No changes,identity
2165,2165,1970,2023,1,stable,No changes,identity
2167,2167,1970,2023,1,stable,No changes,identity
2169,2169,1970,2023,1,stable,No changes,identity
217,217,1970,2023,1,stable,No changes,identity
2170,2170,1970,2023,1,stable,No changes,identity
2171,2171,1970,2023,1,stable,No changes,identity
2173,2173,1970,2023,1,stable,No changes,identity
2175,2175,1970,2023,1,stable,No changes,identity
2177,2177,1970,2023,1,stable,No changes,identity
2179,2179,1970,2023,1,stable,No changes,identity
2180,2180,1970,2023,1,stable,No changes,identity
2181,2181,1970,2023,1,stable,No changes,identity
2183,2183,1970,2023,1,stable,No changes,identity
2185,2185,1970,2023,1,stable,No changes,identity
2185,2185,1970,2023,1,stable,No changes,identity
2187,2187,1970,2023,1,stable,No changes,identity
2188,2188,1970,2023,1,stable,No changes,identity
2189,2189,1970,2023,1,stable,No changes,identity
219,219,1970,2023,1,stable,No changes,identity
2191,2191,1970,2023,1,stable,No changes,identity
2193,2193,1970,2023,1,stable,No changes,identity
2195,2195,1970,2023,1,stable,No changes,identity
2195,2195,1970,2023,1,stable,No changes,identity
2197,2197,1970,2023,1,stable,No changes,identity
2198,2198,1970,2023,1,stable,No changes,identity
2199,2199,1970,2023,1,stable,No changes,identity
220,220,1970,2023,1,stable,No changes,identity
22059,22059,1970,2023,1,name_correction,"La Salle Parish -> LaSalle Parish, LA",identity
221,221,1970,2023,1,stable,No changes,identity
22101,22101,1970,2023,1,stable,No changes,identity
22103,22103,1970,2023,1,stable,No changes,identity
22105,22105,1970,2023,1,stable,No changes,identity
22107,22107,1970,2023,1,stable,No changes,identity
22109,22109,1970,2023,1,stable,No changes,identity
2211,2211,1970,2023,1,stable,No changes,identity
22111,22111,1970,2023,1,stable,No changes,identity
22113,22113,1970,2023,1,stable,No changes,identity
22115,22115,1970,2023,1,stable,No changes,identity
22117,22117,1970,2023,1,stable,No changes,identity
22119,22119,1970,2023,1,stable,No changes,identity
22121,22121,1970,2023,1,stable,No changes,identity
22123,22123,1970,2023,1,stable,No changes,identity
22125,22125,1970,2023,1,stable,No changes,identity
22127,22127,1970,2023,1,stable,No changes,identity
2213,2213,1970,2023,1,stable,No changes,identity
2215,2215,1970,2023,1,stable,No changes,identity
2217,2217,1970,2023,1,stable,No changes,identity
2219,2219,1970,2023,1,stable,No changes,identity
2220,2220,1970,2023,1,stable,No changes,identity
2221,2221,1970,2023,1,stable,No changes,identity
2223,2223,1970,2023,1,stable,No changes,identity
2225,2225,1970,2023,1,stable,No changes,identity
2227,2227,1970,2023,1,stable,No changes,identity
2229,2229,1970,2023,1,stable,No changes,identity
223,223,1970,2023,1,stable,No changes,identity
2230,2230,1970,2023,1,stable,No changes,identity
2231,2231,1970,2023,1,stable,No changes,identity
2233,2233,1970,2023,1,stable,No changes,identity
2235,2235,1970,2023,1,stable,No changes,identity
2237,2237,1970,2023,1,stable,No changes,identity
2239,2239,1970,2023,1,stable,No changes,identity
2240,2240,1970,2023,1,stable,No changes,identity
2241,2241,1970,2023,1,stable,No changes,identity
2243,2243,1970,2023,1,stable,No changes,identity
2245,2245,1970,2023,1,stable,No changes,identity
2247,2247,1970,2023,1,stable,No changes,identity
2249,2249,1970,2023,1,stable,No changes,identity
225,225,1970,2023,1,stable,No changes,identity
2251,2251,1970,2023,1,stable,No changes,identity
2253,2253,1970,2023,1,stable,No changes,identity
2255,2255,1970,2023,1,stable,No changes,identity
2257,2257,1970,2023,1,stable,No changes,identity
2259,2259,1970,2023,1,stable,No changes,identity
2261,2261,1970,2023,1,stable,No changes,identity
2261,2261,1970,2023,1,stable,No changes,identity
2263,2263,1970,2023,1,stable,No changes,identity
2265,2265,1970,2023,1,stable,No changes,identity
2267,2267,1970,2023,1,stable,No changes,identity
2269,2269,1970,2023,1,stable,No changes,identity
227,227,1970,2023,1,stable,No changes,identity
2270,2270,1970,2023,1,stable,No changes,identity
2271,2271,1970,2023,1,stable,No changes,identity
2273,2273,1970,2023,1,stable,No changes,identity
2275,2275,1970,2023,1,stable,No changes,identity
2275,2275,1970,2023,1,stable,No changes,identity
2277,2277,1970,2023,1,stable,No changes,identity
2279,2279,1970,2023,1,stable,No changes,identity
2281,2281,1970,2023,1,stable,No changes,identity
2282,2282,1970,2023,1,stable,No changes,identity
2283,2283,1970,2023,1,stable,No changes,identity
2285,2285,1970,2023,1,stable,No changes,identity
2287,2287,1970,2023,1,stable,No changes,identity
2289,2289,1970,2023,1,stable,No changes,identity
229,229,1970,2023,1,stable,No changes,identity
2290,2290,1970,2023,1,stable,No changes,identity
2291,2291,1970,2023,1,stable,No changes,identity
2293,2293,1970,2023,1,stable,No changes,identity
2295,2295,1970,2023,1,stable,No changes,identity
2297,2297,1970,2023,1,stable,No changes,identity
2299,2299,1970,2023,1,stable,No changes,identity
231,231,1970,2023,1,stable,No changes,identity
2311,2311,1970,2023,1,stable,No changes,identity
2313,2313,1970,2023,1,stable,No changes,identity
2315,2315,1970,2023,1,stable,No changes,identity
2317,2317,1970,2023,1,stable,No changes,identity
2319,2319,1970,2023,1,stable,No changes,identity
2321,2321,1970,2023,1,stable,No changes,identity
2323,2323,1970,2023,1,stable,No changes,identity
2325,2325,1970,2023,1,stable,No changes,identity
2327,2327,1970,2023,1,stable,No changes,identity
2329,2329,1970,2023,1,stable,No changes,identity
233,233,1970,2023,1,stable,No changes,identity
2331,2331,1970,2023,1,stable,No changes,identity
235,235,1970,2023,1,stable,No changes,identity
237,237,1970,2023,1,stable,No changes,identity
239,239,1970,2023,1,stable,No changes,identity
241,241,1970,2023,1,stable,No changes,identity
2411,2411,1970,2023,1,stable,No changes,identity
2413,2413,1970,2023,1,stable,No changes,identity
2415,2415,1970,2023,1,stable,No changes,identity
2417,2417,1970,2023,1,stable,No changes,identity
2419,2419,1970,2023,1,stable,No changes,identity
2421,2421,1970,2023,1,stable,No changes,identity
2423,2423,1970,2023,1,stable,No changes,identity
2425,2425,1970,2023,1,stable,No changes,identity
2427,2427,1970,2023,1,stable,No changes,identity
2429,2429,1970,2023,1,stable,No changes,identity
243,243,1970,2023,1,stable,No changes,identity
2431,2431,1970,2023,1,stable,No changes,identity
2433,2433,1970,2023,1,stable,No changes,identity
2435,2435,1970,2023,1,stable,No changes,identity
2437,2437,1970,2023,1,stable,No changes,identity
2439,2439,1970,2023,1,stable,No changes,identity
2441,2441,1970,2023,1,stable,No changes,identity
2443,2443,1970,2023,1,stable,No changes,identity
2445,2445,1970,2023,1,stable,No changes,identity
2447,2447,1970,2023,1,stable,No changes,identity
245,245,1970,2023,1,stable,No changes,identity
24510,24510,1970,2023,1,stable,No changes,identity
249,249,1970,2023,1,stable,No changes,identity
250,250,1970,2023,1,stable,No changes,identity
251,251,1970,2023,1,stable,No changes,identity
2511,2511,1970,2023,1,stable,No changes,identity
2513,2513,1970,2023,1,stable,No changes,identity
2515,2515,1970,2023,1,stable,No changes,identity
2517,2517,1970,2023,1,stable,No changes,identity
2519,2519,1970,2023,1,stable,No changes,identity
2521,2521,1970,2023,1,stable,No changes,identity
2523,2523,1970,2023,1,stable,No changes,identity
2525,2525,1970,2023,1,stable,No changes,identity
2527,2527,1970,2023,1,stable,No changes,identity
253,253,1970,2023,1,stable,No changes,identity
255,255,1970,2023,1,stable,No changes,identity
257,257,1970,2023,1,stable,No changes,identity
259,259,1970,2023,1,stable,No changes,identity
260,260,1970,2023,1,stable,No changes,identity
261,261,1970,2023,1,stable,No changes,identity
26101,26101,1970,2023,1,stable,No changes,identity
26103,26103,1970,2023,1,stable,No changes,identity
26105,26105,1970,2023,1,stable,No changes,identity
26107,26107,1970,2023,1,stable,No changes,identity
26109,26109,1970,2023,1,stable,No changes,identity
2611,2611,1970,2023,1,stable,No changes,identity
26111,26111,1970,2023,1,stable,No changes,identity
26113,26113,1970,2023,1,stable,No changes,identity
26115,26115,1970,2023,1,stable,No changes,identity
26117,26117,1970,2023,1,stable,No changes,identity
26119,26119,1970,2023,1,stable,No changes,identity
26121,26121,1970,2023,1,stable,No changes,identity
26123,26123,1970,2023,1,stable,No changes,identity
26125,26125,1970,2023,1,stable,No changes,identity
26127,26127,1970,2023,1,stable,No changes,identity
26129,26129,1970,2023,1,stable,No changes,identity
2613,2613,1970,2023,1,stable,No changes,identity
26131,26131,1970,2023,1,stable,No changes,identity
26133,26133,1970,2023,1,stable,No changes,identity
26135,26135,1970,2023,1,stable,No changes,identity
26137,26137,1970,2023,1,stable,No changes,identity
26139,26139,1970,2023,1,stable,No changes,identity
26141,26141,1970,2023,1,stable,No changes,identity
26143,26143,1970,2023,1,stable,No changes,identity
26145,26145,1970,2023,1,stable,No changes,identity
26147,26147,1970,2023,1,stable,No changes,identity
26149,26149,1970,2023,1,stable,No changes,identity
2615,2615,1970,2023,1,stable,No changes,identity
26151,26151,1970,2023,1,stable,No changes,identity
26153,26153,1970,2023,1,stable,No changes,identity
26155,26155,1970,2023,1,stable,No changes,identity
26157,26157,1970,2023,1,stable,No changes,identity
26159,26159,1970,2023,1,stable,No changes,identity
26161,26161,1970,2023,1,stable,No changes,identity
26163,26163,1970,2023,1,stable,No changes,identity
26165,26165,1970,2023,1,stable,No changes,identity
2617,2617,1970,2023,1,stable,No changes,identity
2619,2619,1970,2023,1,stable,No changes,identity
2621,2621,1970,2023,1,stable,No changes,identity
2623,2623,1970,2023,1,stable,No changes,identity
2625,2625,1970,2023,1,stable,No changes,identity
2627,2627,1970,2023,1,stable,No changes,identity
2629,2629,1970,2023,1,stable,No changes,identity
263,263,1970,2023,1,stable,No changes,identity
2631,2631,1970,2023,1,stable,No changes,identity
2633,2633,1970,2023,1,stable,No changes,identity
2635,2635,1970,2023,1,stable,No changes,identity
2637,2637,1970,2023,1,stable,No changes,identity
2639,2639,1970,2023,1,stable,No changes,identity
2641,2641,1970,2023,1,stable,No changes,identity
2643,2643,1970,2023,1,stable,No changes,identity
2645,2645,1970,2023,1,stable,No changes,identity
2647,2647,1970,2023,1,stable,No changes,identity
2649,2649,1970,2023,1,stable,No changes,identity
265,265,1970,2023,1,stable,No changes,identity
2651,2651,1970,2023,1,stable,No changes,identity
2653,2653,1970,2023,1,stable,No changes,identity
2655,2655,1970,2023,1,stable,No changes,identity
2657,2657,1970,2023,1,stable,No changes,identity
2659,2659,1970,2023,1,stable,No changes,identity
2661,2661,1970,2023,1,stable,No changes,identity
2663,2663,1970,2023,1,stable,No changes,identity
2665,2665,1970,2023,1,stable,No changes,identity
2667,2667,1970,2023,1,stable,No changes,identity
2669,2669,1970,2023,1,stable,No changes,identity
267,267,1970,2023,1,stable,No changes,identity
2671,2671,1970,2023,1,stable,No changes,identity
2673,2673,1970,2023,1,stable,No changes,identity
2675,2675,1970,2023,1,stable,No changes,identity
2677,2677,1970,2023,1,stable,No changes,identity
2679,2679,1970,2023,1,stable,No changes,identity
268,268,1970,2023,1,stable,No changes,identity
2681,2681,1970,2023,1,stable,No changes,identity
2683,2683,1970,2023,1,stable,No changes,identity
2685,2685,1970,2023,1,stable,No changes,identity
