GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
"G3400150","New Jersey","34","340","Gloucester County","015","0150",172681,199917,230082,254673,288288,302294
"G3400170","New Jersey","34","340","Hudson County","017","0170",609266,556972,553099,608975,634266,724854
"G3400190","New Jersey","34","340","Hunterdon County","019","0190",69718,87361,107776,121989,128349,128947
"G3400210","New Jersey","34","340","Mercer County","021","0210",303968,307863,325824,350761,366513,387340
"G3400230","New Jersey","34","340","Middlesex County","023","0230",583813,595893,671780,750162,809858,863162
"G3400250","New Jersey","34","340","Monmouth County","025","0250",459379,503173,553124,615301,630380,643615
"G3400270","New Jersey","34","340","Morris County","027","0270",383454,407630,421353,470212,492276,509285
"G3400290","New Jersey","34","340","Ocean County","029","0290",208470,346038,433203,510916,576567,637229
"G3400310","New Jersey","34","340","Passaic County","031","0310",460782,447585,453060,489049,501226,524118
"G3400330","New Jersey","34","340","Salem County","033","0330",60346,64676,65294,64285,66083,64837
"G3400350","New Jersey","34","340","Somerset County","035","0350",198372,203129,240279,297490,323444,345361
"G3400370","New Jersey","34","340","Sussex County","037","0370",77528,116119,130943,144166,149265,144221
"G3400390","New Jersey","34","340","Union County","039","0390",543116,504094,493819,522541,536499,575345
"G3400410","New Jersey","34","340","Warren County","041","0410",73879,84429,91607,102437,108692,109632
"G3500010","New Mexico","35","350","Bernalillo County","001","0010",315774,419700,480577,556678,662564,676444
"G3500030","New Mexico","35","350","Catron County","003","0030",2198,2720,2563,3543,3725,3579
"G3500050","New Mexico","35","350","Chaves County","005","0050",43335,51103,57849,61382,65645,65157
"G3500060","New Mexico","35","350","Cibola County","006","0060",,,23794,25595,27213,27172
"G3500070","New Mexico","35","350","Colfax County","007","0070",12170,13667,12925,14189,13750,12387
"G3500090","New Mexico","35","350","Curry County","009","0090",39517,42019,42207,45044,48376,48430
"G3500110","New Mexico","35","350","De Baca County","011","0110",2547,2454,2252,2240,2022,1698
"G3500130","New Mexico","35","350","Doña Ana County","013","0130",69773,96340,135510,174682,209233,219561
"G3500150","New Mexico","35","350","Eddy County","015","0150",41119,47855,48605,51658,53829,62314
"G3500170","New Mexico","35","350","Grant County","017","0170",22030,26204,27676,31002,29514,28185
"G3500190","New Mexico","35","350","Guadalupe County","019","0190",4969,4496,4156,4680,4687,4452
"G3500210","New Mexico","35","350","Harding County","021","0210",1348,1090,987,810,695,657
"G3500230","New Mexico","35","350","Hidalgo County","023","0230",4734,6049,5958,5932,4894,4178
"G3500250","New Mexico","35","350","Lea County","025","0250",49554,55993,55765,55511,64727,74455
"G3500270","New Mexico","35","350","Lincoln County","027","0270",7560,10997,12219,19411,20497,20269
"G3500280","New Mexico","35","350","Los Alamos County","028","0280",15198,17599,18115,18343,17950,19419
"G3500290","New Mexico","35","350","Luna County","029","0290",11706,15585,18110,25016,25095,25427
"G3500310","New Mexico","35","350","McKinley County","031","0310",43208,56449,60686,74798,71492,72902
"G3500330","New Mexico","35","350","Mora County","033","0330",4673,4205,4264,5180,4881,4189
"G3500350","New Mexico","35","350","Otero County","035","0350",41097,44665,51928,62298,63797,67839
"G3500370","New Mexico","35","350","Quay County","037","0370",10903,10577,10823,10155,9041,8746
"G3500390","New Mexico","35","350","Rio Arriba County","039","0390",25170,29282,34365,41190,40246,40363
"G3500410","New Mexico","35","350","Roosevelt County","041","0410",16479,15695,16702,18018,19846,19191
"G3500450","New Mexico","35","350","San Juan County","045","0450",52517,81433,91605,113801,130044,121661
"G3500470","New Mexico","35","350","San Miguel County","047","0470",21951,22751,25743,30126,29393,27201
"G3500430","New Mexico","35","350","Sandoval County","043","0430",17492,34799,63319,89908,131561,148834
"G3500490","New Mexico","35","350","Santa Fe County","049","0490",53756,75360,98928,129292,144170,154823
"G3500510","New Mexico","35","350","Sierra County","051","0510",7189,8454,9912,13270,11988,11576
"G3500530","New Mexico","35","350","Socorro County","053","0530",9763,12566,14764,18078,17866,16595
"G3500550","New Mexico","35","350","Taos County","055","0550",17516,19456,23118,29979,32937,34489
"G3500570","New Mexico","35","350","Torrance County","057","0570",5290,7491,10285,16911,16383,15045
"G3500590","New Mexico","35","350","Union County","059","0590",4925,4725,4124,4174,4549,4079
"G3500610","New Mexico","35","350","Valencia County","061","0610",40539,61115,45235,66152,76569,76205
"G3600010","New York","36","360","Albany County","001","0010",286742,285909,292594,294565,304204,314848
"G3600030","New York","36","360","Allegany County","003","0030",46458,51742,50470,49927,48946,46456
"G3600050","New York","36","360","Bronx County","005","0050",1471701,1168972,1203789,1332650,1385108,1472654
"G3600070","New York","36","360","Broome County","007","0070",221815,213648,212160,200536,200600,198683
"G3600090","New York","36","360","Cattaraugus County","009","0090",81666,85697,84234,83955,80317,77042
"G3600110","New York","36","360","Cayuga County","011","0110",77439,79894,82313,81963,80026,76248
"G3600130","New York","36","360","Chautauqua County","013","0130",147305,146925,141895,139750,134905,127657
"G3600150","New York","36","360","Chemung County","015","0150",101537,97656,95195,91070,88830,84148
"G3600170","New York","36","360","Chenango County","017","0170",46368,49344,51768,51401,50477,47220
"G3600190","New York","36","360","Clinton County","019","0190",72934,80750,85969,79894,82128,79843
"G3600210","New York","36","360","Columbia County","021","0210",51519,59487,62982,63094,63096,61570
"G3600230","New York","36","360","Cortland County","023","0230",45894,48820,48963,48599,49336,46809
"G3600250","New York","36","360","Delaware County","025","0250",44718,46824,47225,48055,47980,44308
"G3600270","New York","36","360","Dutchess County","027","0270",222295,245055,259462,280150,297488,295911
"G3600290","New York","36","360","Erie County","029","0290",1113491,1015472,968532,950265,919040,954236
"G3600310","New York","36","360","Essex County","031","0310",34631,36176,37152,38851,39370,37381
"G3600330","New York","36","360","Franklin County","033","0330",43931,44929,46540,51134,51599,47555
"G3600350","New York","36","360","Fulton County","035","0350",52637,55153,54191,55073,55531,53324
"G3600370","New York","36","360","Genesee County","037","0370",58722,59400,60060,60370,60079,58388
"G3600390","New York","36","360","Greene County","039","0390",33136,40861,44739,48195,49221,47931
"G3600410","New York","36","360","Hamilton County","041","0410",4714,5034,5279,5379,4836,5107
"G3600430","New York","36","360","Herkimer County","043","0430",67633,66714,65797,64427,64519,60139
"G3600450","New York","36","360","Jefferson County","045","0450",88508,88151,110943,111738,116229,116721
"G3600470","New York","36","360","Kings County","047","0470",2602012,2230936,2300664,2465326,2504700,2736074
"G3600490","New York","36","360","Lewis County","049","0490",23644,25035,26796,26944,27087,26582
"G3600510","New York","36","360","Livingston County","051","0510",54041,57006,62372,64328,65393,61834
"G3600530","New York","36","360","Madison County","053","0530",62864,65150,69120,69441,73442,68016
"G3600550","New York","36","360","Monroe County","055","0550",711917,702238,713968,735343,744344,759443
"G3600570","New York","36","360","Montgomery County","057","0570",55883,53439,51981,49708,50219,49532
"G3600590","New York","36","360","Nassau County","059","0590",1428080,1321582,1287348,1334544,1339532,1395774
"G3600610","New York","36","360","New York County","061","0610",1539233,1428285,1487536,1537195,1585873,1694251
"G3600630","New York","36","360","Niagara County","063","0630",235720,227354,220756,219846,216469,212666
"G3600650","New York","36","360","Oneida County","065","0650",273037,253466,250836,235469,234878,232125
"G3600670","New York","36","360","Onondaga County","067","0670",472746,463920,468973,458336,467026,476516
"G3600690","New York","36","360","Ontario County","069","0690",78849,88909,95101,100224,107931,112458
"G3600710","New York","36","360","Orange County","071","0710",221657,259603,307647,341367,372813,401310
"G3600730","New York","36","360","Orleans County","073","0730",37305,38496,41846,44171,42883,40343
"G3600750","New York","36","360","Oswego County","075","0750",100897,113901,121771,122377,122109,117525
"G3600770","New York","36","360","Otsego County","077","0770",56181,59075,60517,61676,62259,58524
"G3600790","New York","36","360","Putnam County","079","0790",56696,77193,83941,95745,99710,97668
"G3600810","New York","36","360","Queens County","081","0810",1986473,1891325,1951598,2229379,2230722,2405464
"G3600830","New York","36","360","Rensselaer County","083","0830",152510,151966,154429,152538,159429,161130
"G3600850","New York","36","360","Richmond County","085","0850",295443,352121,378977,443728,468730,495747
"G3600870","New York","36","360","Rockland County","087","0870",229903,259530,265475,286753,311687,338329
"G3600910","New York","36","360","Saratoga County","091","0910",121679,153759,181276,200635,219607,235509
"G3600930","New York","36","360","Schenectady County","093","0930",160979,149946,149285,146555,154727,158061
"G3600950","New York","36","360","Schoharie County","095","0950",24750,29710,31859,31582,32749,29714
"G3600970","New York","36","360","Schuyler County","097","0970",16737,17686,18662,19224,18343,17898
"G3600990","New York","36","360","Seneca County","099","0990",35083,33733,33683,33342,35251,33814
"G3600890","New York","36","360","St. Lawrence County","089","0890",111991,114254,111974,111931,111944,108505
"G3601010","New York","36","360","Steuben County","101","1010",99546,99217,99088,98726,98990,93584
"G3601030","New York","36","360","Suffolk County","103","1030",1124950,1284231,1321864,1419369,1493350,1525920
"G3601050","New York","36","360","Sullivan County","105","1050",52580,65155,69277,73966,77547,78624
"G3601070","New York","36","360","Tioga County","107","1070",46513,49812,52337,51784,51125,48455
"G3601090","New York","36","360","Tompkins County","109","1090",76879,87085,94097,96501,101564,105740
"G3601110","New York","36","360","Ulster County","111","1110",141241,158158,165304,177749,182493,181851
"G3601130","New York","36","360","Warren County","113","1130",49402,54854,59209,63303,65707,65737
"G3601150","New York","36","360","Washington County","115","1150",52725,54795,59330,61042,63216,61302
"G3601170","New York","36","360","Wayne County","117","1170",79404,84581,89123,93765,93772,91283
"G3601190","New York","36","360","Westchester County","119","1190",894104,866599,874866,923459,949113,1004457
"G3601210","New York","36","360","Wyoming County","121","1210",37688,39895,42507,43424,42155,40531
"G3601230","New York","36","360","Yates County","123","1230",19831,21459,22810,24621,25348,24774
"G3700010","North Carolina","37","370","Alamance County","001","0010",96362,99319,108213,130800,151131,171415
"G3700030","North Carolina","37","370","Alexander County","003","0030",19466,24999,27544,33603,37198,36444
"G3700050","North Carolina","37","370","Alleghany County","005","0050",8134,9587,9590,10677,11155,10888
"G3700070","North Carolina","37","370","Anson County","007","0070",23488,25649,23474,25275,26948,22055
"G3700090","North Carolina","37","370","Ashe County","009","0090",19571,22325,22209,24384,27281,26577
"G3700110","North Carolina","37","370","Avery County","011","0110",12655,14409,14867,17167,17797,17806
"G3700130","North Carolina","37","370","Beaufort County","013","0130",35980,40355,42283,44958,47759,44652
"G3700150","North Carolina","37","370","Bertie County","015","0150",20528,21024,20388,19773,21282,17934
"G3700170","North Carolina","37","370","Bladen County","017","0170",26477,30491,28663,32278,35190,29606
"G3700190","North Carolina","37","370","Brunswick County","019","0190",24223,35777,50985,73143,107431,136693
"G3700210","North Carolina","37","370","Buncombe County","021","0210",145056,160934,174821,206330,238318,269452
"G3700230","North Carolina","37","370","Burke County","023","0230",60364,72504,75744,89148,90912,87570
"G3700250","North Carolina","37","370","Cabarrus County","025","0250",74629,85895,98935,131063,178011,225804
"G3700270","North Carolina","37","370","Caldwell County","027","0270",56699,67746,70709,77415,83029,80652
"G3700290","North Carolina","37","370","Camden County","029","0290",5453,5829,5904,6885,9980,10355
"G3700310","North Carolina","37","370","Carteret County","031","0310",31603,41092,52556,59383,66469,67686
"G3700330","North Carolina","37","370","Caswell County","033","0330",19055,20705,20693,23501,23719,22736
"G3700350","North Carolina","37","370","Catawba County","035","0350",90873,105208,118412,141685,154358,160610
"G3700370","North Carolina","37","370","Chatham County","037","0370",29554,33415,38759,49329,63505,76285
"G3700390","North Carolina","37","370","Cherokee County","039","0390",16330,18933,20170,24298,27444,28774
"G3700410","North Carolina","37","370","Chowan County","041","0410",10764,12558,13506,14526,14793,13708
"G3700430","North Carolina","37","370","Clay County","043","0430",5180,6619,7155,8775,10587,11089
"G3700450","North Carolina","37","370","Cleveland County","045","0450",72556,83435,84714,96287,98078,99519
"G3700470","North Carolina","37","370","Columbus County","047","0470",46937,51037,49587,54749,58098,50623
"G3700490","North Carolina","37","370","Craven County","049","0490",62554,71043,81613,91436,103505,100720
"G3700510","North Carolina","37","370","Cumberland County","051","0510",212042,247160,274566,302963,319431,334728
"G3700530","North Carolina","37","370","Currituck County","053","0530",6976,11089,13736,18190,23547,28100
"G3700550","North Carolina","37","370","Dare County","055","0550",6995,13377,22746,29967,33920,36915
"G3700570","North Carolina","37","370","Davidson County","057","0570",95627,113162,126677,147246,162878,168930
"G3700590","North Carolina","37","370","Davie County","059","0590",18855,24599,27859,34835,41240,42712
"G3700610","North Carolina","37","370","Duplin County","061","0610",38015,40952,39995,49063,58505,48715
"G3700630","North Carolina","37","370","Durham County","063","0630",132681,152785,181835,223314,267587,324833
"G3700650","North Carolina","37","370","Edgecombe County","065","0650",52341,55988,56558,55606,56552,48900
"G3700670","North Carolina","37","370","Forsyth County","067","0670",214348,243683,265878,306067,350670,382590
"G3700690","North Carolina","37","370","Franklin County","069","0690",26820,30055,36414,47260,60619,68573
"G3700710","North Carolina","37","370","Gaston County","071","0710",148415,162568,175093,190365,206086,227943
"G3700730","North Carolina","37","370","Gates County","073","0730",8524,8875,9305,10516,12197,10478
"G3700750","North Carolina","37","370","Graham County","075","0750",6562,7217,7196,7993,8861,8030
"G3700770","North Carolina","37","370","Granville County","077","0770",32762,34043,38345,48498,59916,60992
"G3700790","North Carolina","37","370","Greene County","079","0790",14967,16117,15384,18974,21362,20451
"G3700810","North Carolina","37","370","Guilford County","081","0810",288590,317154,347420,421048,488406,541299
"G3700830","North Carolina","37","370","Halifax County","083","0830",53884,55286,55516,57370,54691,48622
"G3700850","North Carolina","37","370","Harnett County","085","0850",49667,59570,67822,91025,114678,133568
"G3700870","North Carolina","37","370","Haywood County","087","0870",41710,46495,46942,54033,59036,62089
"G3700890","North Carolina","37","370","Henderson County","089","0890",42804,58580,69285,89173,106740,116281
"G3700910","North Carolina","37","370","Hertford County","091","0910",23529,23368,22523,22601,24669,21552
"G3700930","North Carolina","37","370","Hoke County","093","0930",16436,20383,22856,33646,46952,52082
"G3700950","North Carolina","37","370","Hyde County","095","0950",5571,5873,5411,5826,5810,4589
"G3700970","North Carolina","37","370","Iredell County","097","0970",72197,82538,92931,122660,159437,186693
"G3700990","North Carolina","37","370","Jackson County","099","0990",21593,25811,26846,33121,40271,43109
"G3701010","North Carolina","37","370","Johnston County","101","1010",61737,70599,81306,121965,168878,215999
"G3701030","North Carolina","37","370","Jones County","103","1030",9779,9705,9414,10381,10153,9172
"G3701050","North Carolina","37","370","Lee County","105","1050",30467,36718,41374,49040,57866,63285
"G3701070","North Carolina","37","370","Lenoir County","107","1070",55204,59819,57274,59648,59495,55122
"G3701090","North Carolina","37","370","Lincoln County","109","1090",32682,42372,50319,63780,78265,86810
"G3701130","North Carolina","37","370","Macon County","113","1130",15788,20178,23499,29811,33922,37014
"G3701150","North Carolina","37","370","Madison County","115","1150",16003,16827,16953,19635,20764,21193
"G3701170","North Carolina","37","370","Martin County","117","1170",24730,25948,25078,25593,24505,22031
"G3701110","North Carolina","37","370","McDowell County","111","1110",30648,35135,35681,42151,44996,44578
"G3701190","North Carolina","37","370","Mecklenburg County","119","1190",354656,404270,511433,695454,919628,1115482
"G3701210","North Carolina","37","370","Mitchell County","121","1210",13447,14428,14433,15687,15579,14903
"G3701230","North Carolina","37","370","Montgomery County","123","1230",19267,22469,23346,26822,27798,25751
"G3701250","North Carolina","37","370","Moore County","125","1250",39048,50505,59013,74769,88247,99727
"G3701270","North Carolina","37","370","Nash County","127","1270",59122,67153,76677,87420,95840,94970
"G3701290","North Carolina","37","370","New Hanover County","129","1290",82996,103471,120284,160307,202667,225702
"G3701310","North Carolina","37","370","Northampton County","131","1310",24009,22584,20798,22086,22099,17471
"G3701330","North Carolina","37","370","Onslow County","133","1330",103126,112784,149838,150355,177772,204576
"G3701350","North Carolina","37","370","Orange County","135","1350",57707,77055,93851,118227,133801,148696
"G3701370","North Carolina","37","370","Pamlico County","137","1370",9467,10398,11372,12934,13144,12276
"G3701390","North Carolina","37","370","Pasquotank County","139","1390",26824,28462,31298,34897,40661,40568
"G3701410","North Carolina","37","370","Pender County","141","1410",18149,22215,28855,41082,52217,60203
"G3701430","North Carolina","37","370","Perquimans County","143","1430",8351,9486,10447,11368,13453,13005
"G3701450","North Carolina","37","370","Person County","145","1450",25914,29164,30180,35623,39464,39097
"G3701470","North Carolina","37","370","Pitt County","147","1470",73900,90146,107924,133798,168148,170243
"G3701490","North Carolina","37","370","Polk County","149","1490",11735,12984,14416,18324,20510,19328
"G3701510","North Carolina","37","370","Randolph County","151","1510",76358,91728,106546,130454,141752,144171
"G3701530","North Carolina","37","370","Richmond County","153","1530",39889,45481,44518,46564,46639,42946
"G3701550","North Carolina","37","370","Robeson County","155","1550",84842,101610,105179,123339,134168,116530
"G3701570","North Carolina","37","370","Rockingham County","157","1570",72402,83426,86064,91928,93643,91096
"G3701590","North Carolina","37","370","Rowan County","159","1590",90035,99186,110605,130340,138428,146875
"G3701610","North Carolina","37","370","Rutherford County","161","1610",47337,53787,56918,62899,67810,64444
"G3701630","North Carolina","37","370","Sampson County","163","1630",44954,49687,47297,60161,63431,59036
"G3701650","North Carolina","37","370","Scotland County","165","1650",26929,32273,33754,35998,36157,34174
"G3701670","North Carolina","37","370","Stanly County","167","1670",42822,48517,51765,58100,60585,62504
"G3701690","North Carolina","37","370","Stokes County","169","1690",23782,33086,37223,44711,47401,44520
"G3701710","North Carolina","37","370","Surry County","171","1710",51415,59449,61704,71219,73673,71359
"G3701730","North Carolina","37","370","Swain County","173","1730",7861,10283,11268,12968,13981,14117
"G3701750","North Carolina","37","370","Transylvania County","175","1750",19713,23417,25520,29334,33090,32986
"G3701770","North Carolina","37","370","Tyrrell County","177","1770",3806,3975,3856,4149,4407,3245
"G3701790","North Carolina","37","370","Union County","179","1790",54714,70380,84211,123677,201292,238267
"G3701810","North Carolina","37","370","Vance County","181","1810",32691,36748,38892,42954,45422,42578
"G3701830","North Carolina","37","370","Wake County","183","1830",228453,301327,423380,627846,900993,1129410
"G3701850","North Carolina","37","370","Warren County","185","1850",15810,16232,17265,19972,20972,18642
"G3701870","North Carolina","37","370","Washington County","187","1870",14038,14801,13997,13723,13228,11003
"G3701890","North Carolina","37","370","Watauga County","189","1890",23404,31666,36952,42695,51079,54086
"G3701910","North Carolina","37","370","Wayne County","191","1910",85408,97054,104666,113329,122623,117333
"G3701930","North Carolina","37","370","Wilkes County","193","1930",49524,58657,59393,65632,69340,65969
"G3701950","North Carolina","37","370","Wilson County","195","1950",57486,63132,66061,73814,81234,78784
"G3701970","North Carolina","37","370","Yadkin County","197","1970",24599,28439,30488,36348,38406,37214
"G3701990","North Carolina","37","370","Yancey County","199","1990",12629,14934,15419,17774,17818,18470
"G3800010","North Dakota","38","380","Adams County","001","0010",3832,3584,3174,2593,2343,2200
"G3800030","North Dakota","38","380","Barnes County","003","0030",14669,13960,12545,11775,11066,10853
"G3800050","North Dakota","38","380","Benson County","005","0050",8245,7944,7198,6964,6660,5964
"G3800070","North Dakota","38","380","Billings County","007","0070",1198,1138,1108,888,783,945
"G3800090","North Dakota","38","380","Bottineau County","009","0090",9496,9239,8011,7149,6429,6379
"G3800110","North Dakota","38","380","Bowman County","011","0110",3901,4229,3596,3242,3151,2993
"G3800130","North Dakota","38","380","Burke County","013","0130",4739,3822,3002,2242,1968,2201
"G3800150","North Dakota","38","380","Burleigh County","015","0150",40714,54811,60131,69416,81308,98458
"G3800170","North Dakota","38","380","Cass County","017","0170",73653,88247,102874,123138,149778,184525
"G3800190","North Dakota","38","380","Cavalier County","019","0190",8213,7636,6064,4831,3993,3704
"G3800210","North Dakota","38","380","Dickey County","021","0210",6976,7207,6107,5757,5289,4999
"G3800230","North Dakota","38","380","Divide County","023","0230",4564,3494,2899,2283,2071,2195
"G3800250","North Dakota","38","380","Dunn County","025","0250",4895,4627,4005,3600,3536,4095
"G3800270","North Dakota","38","380","Eddy County","027","0270",4103,3554,2951,2757,2385,2347
"G3800290","North Dakota","38","380","Emmons County","029","0290",7200,5877,4830,4331,3550,3301
"G3800310","North Dakota","38","380","Foster County","031","0310",4832,4611,3983,3759,3343,3397
"G3800330","North Dakota","38","380","Golden Valley County","033","0330",2611,2391,2108,1924,1680,1736
"G3800350","North Dakota","38","380","Grand Forks County","035","0350",61102,66100,70683,66109,66861,73170
"G3800370","North Dakota","38","380","Grant County","037","0370",5009,4274,3549,2841,2394,2301
"G3800390","North Dakota","38","380","Griggs County","039","0390",4184,3714,3303,2754,2420,2306
"G3800410","North Dakota","38","380","Hettinger County","041","0410",5075,4275,3445,2715,2477,2489
"G3800430","North Dakota","38","380","Kidder County","043","0430",4362,3833,3332,2753,2435,2394
"G3800450","North Dakota","38","380","LaMoure County","045","0450",7117,6473,5383,4701,4139,4093
"G3800470","North Dakota","38","380","Logan County","047","0470",4245,3493,2847,2308,1990,1876
"G3800490","North Dakota","38","380","McHenry County","049","0490",8977,7858,6528,5987,5395,5345
"G3800510","North Dakota","38","380","McIntosh County","051","0510",5545,4800,4021,3390,2809,2530
"G3800530","North Dakota","38","380","McKenzie County","053","0530",6127,7132,6383,5737,6360,14704
"G3800550","North Dakota","38","380","McLean County","055","0550",11251,12383,10457,9311,8962,9771
"G3800570","North Dakota","38","380","Mercer County","057","0570",6175,9404,9808,8644,8424,8350
"G3800590","North Dakota","38","380","Morton County","059","0590",20310,25177,23700,25303,27471,33291
"G3800610","North Dakota","38","380","Mountrail County","061","0610",8437,7679,7021,6631,7673,9809
"G3800630","North Dakota","38","380","Nelson County","063","0630",5776,5233,4410,3715,3126,3015
"G3800650","North Dakota","38","380","Oliver County","065","0650",2322,2495,2381,2065,1846,1877
"G3800670","North Dakota","38","380","Pembina County","067","0670",10728,10399,9238,8585,7413,6844
"G3800690","North Dakota","38","380","Pierce County","069","0690",6323,6166,5052,4675,4357,3990
"G3800710","North Dakota","38","380","Ramsey County","071","0710",12915,13048,12681,12066,11451,11605
"G3800730","North Dakota","38","380","Ransom County","073","0730",7102,6698,5921,5890,5457,5703
"G3800750","North Dakota","38","380","Renville County","075","0750",3828,3608,3160,2610,2470,2282
"G3800770","North Dakota","38","380","Richland County","077","0770",18089,19207,18148,17998,16321,16529
"G3800790","North Dakota","38","380","Rolette County","079","0790",11549,12177,12772,13674,13937,12187
"G3800810","North Dakota","38","380","Sargent County","081","0810",5937,5512,4549,4366,3829,3862
"G3800830","North Dakota","38","380","Sheridan County","083","0830",3232,2819,2148,1710,1321,1265
"G3800850","North Dakota","38","380","Sioux County","085","0850",3632,3620,3761,4044,4153,3898
"G3800870","North Dakota","38","380","Slope County","087","0870",1484,1157,907,767,727,706
"G3800890","North Dakota","38","380","Stark County","089","0890",19613,23697,22832,22636,24199,33646
"G3800910","North Dakota","38","380","Steele County","091","0910",3749,3106,2420,2258,1975,1798
"G3800930","North Dakota","38","380","Stutsman County","093","0930",23550,24154,22241,21908,21100,21593
"G3800950","North Dakota","38","380","Towner County","095","0950",4645,4052,3627,2876,2246,2162
"G3800970","North Dakota","38","380","Traill County","097","0970",9571,9624,8752,8477,8121,7997
"G3800990","North Dakota","38","380","Walsh County","099","0990",16251,15371,13840,12389,11119,10563
"G3801010","North Dakota","38","380","Ward County","101","1010",58560,58392,57921,58795,61675,69919
"G3801030","North Dakota","38","380","Wells County","103","1030",7847,6979,5864,5102,4207,3982
"G3801050","North Dakota","38","380","Williams County","105","1050",19301,22237,21129,19761,22398,40950
"G3900010","Ohio","39","390","Adams County","001","0010",18957,24328,25371,27330,28550,27477
"G3900030","Ohio","39","390","Allen County","003","0030",111144,112241,109755,108473,106331,102206
"G3900050","Ohio","39","390","Ashland County","005","0050",43303,46178,47507,52523,53139,52447
"G3900070","Ohio","39","390","Ashtabula County","007","0070",98237,104215,99821,102728,101497,97574
"G3900090","Ohio","39","390","Athens County","009","0090",54889,56399,59549,62223,64757,62431
"G3900110","Ohio","39","390","Auglaize County","011","0110",38602,42554,44585,46611,45949,46422
"G3900130","Ohio","39","390","Belmont County","013","0130",80917,82569,71074,70226,70400,66497
"G3900150","Ohio","39","390","Brown County","015","0150",26635,31920,34966,42285,44846,43676
"G3900170","Ohio","39","390","Butler County","017","0170",226207,258787,291479,332807,368130,390357
"G3900190","Ohio","39","390","Carroll County","019","0190",21579,25598,26521,28836,28836,26721
"G3900210","Ohio","39","390","Champaign County","021","0210",30491,33649,36019,38890,40097,38714
"G3900230","Ohio","39","390","Clark County","023","0230",157115,150236,147548,144742,138333,136001
"G3900250","Ohio","39","390","Clermont County","025","0250",95725,128483,150187,177977,197363,208601
"G3900270","Ohio","39","390","Clinton County","027","0270",31464,34603,35415,40543,42040,42018
"G3900290","Ohio","39","390","Columbiana County","029","0290",108310,113572,108276,112075,107841,101877
"G3900310","Ohio","39","390","Coshocton County","031","0310",33486,36024,35427,36655,36901,36612
"G3900330","Ohio","39","390","Crawford County","033","0330",50364,50075,47870,46966,43784,42025
"G3900350","Ohio","39","390","Cuyahoga County","035","0350",1721300,1498400,1412140,1393978,1280122,1264817
"G3900370","Ohio","39","390","Darke County","037","0370",49141,55096,53619,53309,52959,51881
"G3900390","Ohio","39","390","Defiance County","039","0390",36949,39987,39350,39500,39037,38286
"G3900410","Ohio","39","390","Delaware County","041","0410",42908,53840,66929,109989,174214,214124
"G3900430","Ohio","39","390","Erie County","043","0430",75909,79655,76779,79551,77079,75622
"G3900450","Ohio","39","390","Fairfield County","045","0450",73301,93678,103461,122759,146156,158921
"G3900470","Ohio","39","390","Fayette County","047","0470",25461,27467,27466,28433,29030,28951
"G3900490","Ohio","39","390","Franklin County","049","0490",833249,869132,961437,1068978,1163414,1323807
"G3900510","Ohio","39","390","Fulton County","051","0510",33071,37751,38498,42084,42698,42713
"G3900530","Ohio","39","390","Gallia County","053","0530",25239,30098,30954,31069,30934,29220
"G3900550","Ohio","39","390","Geauga County","055","0550",62977,74474,81129,90895,93389,95397
"G3900570","Ohio","39","390","Greene County","057","0570",125057,129769,136731,147886,161573,167966
"G3900590","Ohio","39","390","Guernsey County","059","0590",37665,42024,39024,40792,40087,38438
"G3900610","Ohio","39","390","Hamilton County","061","0610",924018,873224,866228,845303,802374,830639
"G3900630","Ohio","39","390","Hancock County","063","0630",61217,64581,65536,71295,74782,74920
"G3900650","Ohio","39","390","Hardin County","065","0650",30813,32719,31111,31945,32058,30696
"G3900670","Ohio","39","390","Harrison County","067","0670",17013,18152,16085,15856,15864,14483
"G3900690","Ohio","39","390","Henry County","069","0690",27058,28383,29108,29210,28215,27662
"G3900710","Ohio","39","390","Highland County","071","0710",28996,33477,35728,40875,43589,43317
"G3900730","Ohio","39","390","Hocking County","073","0730",20322,24304,25533,28241,29380,28050
"G3900750","Ohio","39","390","Holmes County","075","0750",23024,29416,32849,38943,42366,44223
"G3900770","Ohio","39","390","Huron County","077","0770",49587,54608,56240,59487,59626,58565
"G3900790","Ohio","39","390","Jackson County","079","0790",27174,30592,30230,32641,33225,32653
"G3900810","Ohio","39","390","Jefferson County","081","0810",96193,91564,80298,73894,69709,65249
"G3900830","Ohio","39","390","Knox County","083","0830",41795,46304,47473,54500,60921,62721
"G3900850","Ohio","39","390","Lake County","085","0850",197200,212801,215499,227511,230041,232603
"G3900870","Ohio","39","390","Lawrence County","087","0870",56868,63849,61834,62319,62450,58240
"G3900890","Ohio","39","390","Licking County","089","0890",107799,120981,128300,145491,166492,178519
"G3900910","Ohio","39","390","Logan County","091","0910",35072,39155,42310,46005,45858,46150
"G3900930","Ohio","39","390","Lorain County","093","0930",256843,274909,271126,284664,301356,312964
"G3900950","Ohio","39","390","Lucas County","095","0950",484370,471741,462361,455054,441815,431279
"G3900970","Ohio","39","390","Madison County","097","0970",28318,33004,37068,40213,43435,43824
"G3900990","Ohio","39","390","Mahoning County","099","0990",303424,289487,264806,257555,238823,228614
"G3901010","Ohio","39","390","Marion County","101","1010",64724,67974,64274,66217,66501,65359
